Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,Longest Fork,Blocks in Forks,Connections,Mined Blocks in Main Chain,Is Attacker,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,The average INV,The average GET_HEADERS Bytes,The average Headers Bytes,The average GET_DATA Sent Bytes,The average BLOCK Bytes,Longest Fork,Blocks in Forks,Mined Blocks in Main Chain,25 percentile of Block Propagation Time,75 percentile of Block Propagation Time,90 percentile of Block Propagation Time,Miners Mean Block Propagation Time,Total average traffic due to INV messages,Total average traffic due to GET_HEADERS messages,Total average traffic due to HEADERS messages,Total average traffic due to GET_DATA messages,Total average traffic due to BLOCK messages,Total average traffic/node,average Bandwidth Per Node
623.111,0.494162,500827,963,264,286,2095.58,442778,0.3,10,1318200,1283300,24300,109512,118300,101580,52980,87880,355094621,492765045,9,528,15,72,1,785.009,321.462,517161,762,63,1361970,104186.0,117255,85698.8,363699000,7.125,126.75,699,348.843,349.115,349.154,327.194,2723950,208372,234510,171398,727398000,960.232,730736000
645.651,0.510982,499047,930,244,255,2345.65,468022,0.3,6,1314300,1261060,14580,109188,117950,66780,34380,87620,344184205,318031500,9,488,15,48,1,815.92,288.428,505442,735,49,1316210,103275.0,114752,84292.5,342550000,8.0625,99.875,686,313.0,313.243,313.301,293.58,2632410,206550,229504,168585,685099000,937.788,688336000
604.499,0.495802,518462,991,277,295,2027.58,484739,0.3,11,1355250,1325230,26730,112590,121625,116355,60330,90350,370226953,524636340,8,554,15,83,1,756.746,360.384,520566,792,78,1415940,107224.0,121296,88473.8,379878000,8.0,156.5,714,390.773,391.064,391.143,366.505,2831870,214448,242591,176948,759755000,964.881,763221000
639.869,0.483945,519034,939,257,285,2103.67,457107,0.3,13,1273350,1258630,31590,105786,114275,134970,70170,84890,356371634,716238675,8,514,15,96,1,787.027,454.775,537893,761,79,1361950,101149.0,115568,83970.0,378863000,8.0,159.625,682,492.51,492.899,492.977,461.931,2723900,202298,231137,167940,757727000,1001.38,761052000
611.784,0.471345,510208,981,276,309,1941.65,442093,0.3,15,1308450,1304470,36450,108702,117425,160875,83250,87230,363465627,734218275,10,552,15,115,1,751.696,565.192,523515,799,94,1428090,104186.0,120141,86981.3,386638000,10.0,188.25,705,611.904,612.378,612.423,573.893,2856190,208372,240281,173963,773275000,973.376,776754000
604.124,0.48504,533275,991,283,317,1884.06,483422,0.3,18,1312350,1321520,43740,109026,117775,185760,96660,87490,374908139,948807435,12,566,15,132,1,732.797,578.14,543394,817,109,1461590,104946.0,122024,88063.1,410777000,9.1875,219.125,708,625.239,625.729,625.853,586.427,2923190,209891,244048,176126,821554000,1011.16,825107000
598.349,0.485329,516442,1004,271,305,1930.95,439815,0.3,16,1361100,1354480,38880,113076,122150,161070,84120,90740,383545196,732195105,7,542,15,114,1,728.113,418.251,531169,824,91,1475800,108439.0,124583,90326.3,405336000,7.0,183.875,733,452.465,452.835,452.894,424.385,2951600,216878,249165,180652,810672000,989.392,814270000
627.463,0.459959,514608,956,272,304,1973.35,467006,0.3,13,1269450,1256610,31590,105462,113925,138615,71790,84630,349754368,676099650,10,544,15,99,1,786.253,424.758,525438,763,80,1363510,100845.0,115468,83827.5,370151000,10.0,161.5,683,460.552,461.019,461.047,431.996,2727030,201690,230936,167655,740302000,975.891,743629000
594.703,0.450486,483264,1007,292,324,1840.41,440300,0.3,15,1329900,1320710,36450,110484,119350,152370,79470,88660,343722909,715962675,9,584,15,108,1,745.131,413.137,494480,804,89,1436020,105857.0,121414,88085.6,366988000,8.0625,179.0,715,447.982,448.344,448.424,420.18,2872050,211714,242828,176171,733976000,918.404,737479000
638.874,0.474124,495880,939,257,286,2094.79,456694,0.3,11,1271400,1244810,26730,105624,114100,111495,58170,84760,334924368,565226265,9,513,15,79,1,806.074,338.138,508556,744,63,1330370,100693.0,113937,83098.1,349318000,8.0625,127.688,681,366.84,367.196,367.214,344.106,2660730,201386,227874,166196,698636000,944.674,701893000
623.717,0.509072,525916,961,279,293,2030.47,488583,0.3,9,1300650,1264970,21870,108054,116725,98955,51030,86710,362057181,515637555,9,558,15,71,1,796.685,456.956,536198,752,70,1343690,102668.0,115614,84480.0,371656000,9.0,141.75,682,496.351,496.698,496.744,465.526,2687380,205335,231229,168960,743312000,994.148,746605000
618.706,0.488824,492679,964,270,288,2069.51,444179,0.3,11,1316250,1286670,26730,109350,118125,111495,58170,87750,346449828,513743685,8,540,15,79,1,777.005,357.117,503872,768,74,1372410,104186.0,117711,85901.2,356906000,8.0,148.125,694,387.318,387.57,387.724,363.287,2744830,208373,235421,171802,713811000,935.035,717172000
633.316,0.486393,516394,948,260,274,2188.56,435931,0.3,8,1312350,1268000,19440,109026,117775,82965,43140,87490,369999049,369820320,11,520,15,59,1,804.783,238.687,537262,746,58,1333690,103427.0,115599,84718.1,369988000,7.25,116.875,688,259.097,259.361,259.451,243.053,2667390,206854,231199,169436,739976000,997.652,743251000
627.356,0.468268,503734,957,260,294,2029.0,440547,0.3,12,1290900,1269820,29160,107244,115850,125055,64980,86060,351926522,606685950,9,520,15,89,1,785.319,405.474,520927,764,67,1366140,102364.0,116425,84742.5,367849000,9.0,135.625,697,439.64,440.002,440.084,412.374,2732270,204727,232851,169485,735698000,968.594,739037000
605.108,0.465637,509440,989,257,277,2157.74,419463,0.3,7,1386450,1331970,17010,115182,124425,73050,37950,92430,387055906,342389685,8,514,15,52,1,767.931,195.592,534915,778,47,1390890,109046.0,121214,89025.0,384264000,8.0,94.0,731,212.294,212.551,212.617,199.183,2781790,218092,242428,178050,768529000,993.499,771949000
663.42,0.453576,512711,902,240,272,2197.81,452591,0.3,14,1226550,1220140,34020,101898,110075,144885,75360,81770,338564268,678523575,11,480,15,103,1,805.187,595.084,523363,743,81,1330340,97655.6,112251,81369.4,359812000,11.0,163.125,662,643.659,644.054,644.128,603.652,2660690,195311,224501,162739,719623000,974.214,722867000
631.758,0.503817,511643,950,264,290,2065.98,446583,0.3,14,1285050,1273120,34020,106758,115325,141240,73740,85670,355620155,688203585,10,527,15,100,1,777.534,444.909,527578,771,85,1379970,102212.0,116945,84924.4,376407000,7.1875,170.75,686,481.747,482.076,482.248,451.852,2759940,204424,233889,169849,752813000,982.054,756181000
654.741,0.469766,504178,915,269,292,2051.6,460249,0.3,11,1212900,1190210,26730,100764,108850,111495,58170,80860,326874277,569129295,8,538,15,79,1,835.951,424.89,519049,715,71,1275520,96136.9,109015,79441.9,342015000,8.0,142.375,644,461.6,461.978,462.02,432.939,2551050,192274,218031,158884,684030000,962.396,687151000
629.717,0.468458,499138,952,266,277,2161.38,452473,0.3,9,1314300,1274470,21870,109188,117950,91665,47790,87620,349281221,410193630,9,532,15,65,1,796.16,300.615,508738,753,67,1346050,103731.0,116307,85130.6,353088000,7.125,134.5,686,326.229,326.501,326.604,305.989,2692100,207461,232614,170261,706176000,943.456,709479000
616.01,0.461974,521217,974,273,304,1956.01,458234,0.3,15,1304550,1297050,36450,108378,117075,152370,79470,86970,367900094,697839750,8,546,15,108,1,759.177,461.954,532354,790,89,1412260,103882.0,119281,86501.2,388521000,8.0,178.5,701,500.3,500.679,500.764,469.221,2824520,207765,238562,173002,777043000,989.21,780486000
613.645,0.519857,524822,978,255,286,2095.15,437576,0.3,12,1347450,1319900,29160,111942,120925,118980,62280,89830,387605670,531900345,7,510,15,84,1,761.217,309.242,544183,788,65,1410450,106768.0,120803,88108.1,396624000,6.0625,131.25,723,335.047,335.331,335.384,314.265,2820900,213536,241607,176216,793248000,1012.33,796700000
619.45,0.448905,502618,965,272,307,1943.71,450617,0.3,14,1281150,1268940,34020,106434,114975,140025,73200,85410,346009559,727376355,9,544,15,99,1,776.488,453.375,520249,770,78,1374570,101908.0,116541,84646.9,369845000,7.125,157.75,692,491.679,492.119,492.161,461.153,2749140,203816,233081,169294,739690000,966.249,743045000
649.241,0.481847,486271,925,261,286,2080.77,424051,0.3,11,1244100,1220410,26730,103356,111650,113925,59250,82940,328189072,542109585,9,522,15,81,1,819.718,337.636,505029,732,68,1308250,98566.9,111792,81459.4,341559000,9.0,137.625,664,366.328,366.697,366.77,343.635,2616510,197134,223584,162919,683118000,938.876,686318000
597.168,0.541279,521800,1005,277,300,1986.33,441859,0.3,12,1372800,1345720,29160,114048,123200,123840,64440,91520,391410261,547956525,9,553,15,88,1,744.625,352.143,538811,806,78,1441180,108742.0,123240,89827.5,401194000,8.0625,156.438,728,381.73,381.967,382.031,358.018,2882350,217485,246480,179655,802389000,1001.14,805915000
642.625,0.48187,515817,934,247,264,2260.98,448503,0.3,9,1304550,1265370,21870,108378,117075,91665,47790,86970,362802933,438284970,8,494,15,65,1,803.569,265.013,532586,747,60,1336910,102971.0,115487,84521.3,367521000,7.0625,120.875,687,287.286,287.602,287.655,269.489,2673820,205942,230974,169042,735041000,989.706,738321000
613.48,0.490085,499026,978,276,313,1907.54,456549,0.3,18,1294800,1306220,43740,107568,116200,188190,97740,86320,344820928,927228480,9,552,15,134,1,740.991,554.404,508703,810,108,1448620,103579.0,120699,87033.7,381221000,9.0,216.375,702,599.358,599.832,599.962,562.16,2897240,207158,241399,174068,762443000,946.802,765963000
594.308,0.476153,501980,1010,280,305,1966.13,438519,0.3,11,1372800,1338910,26730,114048,123200,110280,57630,91520,372437722,455755650,8,560,15,78,1,753.212,287.435,514001,797,67,1423690,108591.0,122392,89401.9,377645000,7.0625,134.375,730,311.97,312.28,312.297,292.634,2847380,217181,244785,178804,755290000,953.239,758778000
576.449,0.479471,511597,1041,304,317,1881.7,436863,0.3,8,1409850,1357920,19440,117126,126525,80535,42060,93990,393401933,402527895,10,607,15,57,1,753.297,232.641,536471,797,60,1421620,111021.0,123651,90744.4,393972000,7.1875,120.438,737,253.117,253.418,253.498,237.472,2843240,222041,247301,181489,787945000,994.27,791439000
637.162,0.440733,497774,942,263,298,2008.37,435143,0.3,15,1253850,1249190,36450,104166,112525,151155,78930,83590,338549618,721761165,11,526,15,107,1,787.181,474.987,514111,762,83,1362990,99933.8,114939,83298.8,362500000,8.1875,167.875,679,514.48,514.868,514.962,482.53,2725970,199867,229879,166598,725001000,957.06,728323000
648.621,0.504203,518022,923,237,269,2225.73,462188,0.3,12,1273350,1250740,29160,105786,114275,118980,62280,84890,353801146,579022275,8,473,15,84,1,798.314,326.587,531248,749,64,1340980,100997.0,114569,83476.9,367877000,6.125,128.938,685,353.606,353.952,353.957,331.696,2681970,201994,229138,166954,735755000,988.015,739035000
649.034,0.513384,500168,925,254,263,2247.05,438265,0.3,4,1288950,1224860,9720,107082,115675,42090,21840,85930,346900585,202996200,10,507,15,30,1,849.871,128.638,519778,706,35,1260940,100997.0,111076,81924.4,337907000,8.125,71.0625,671,139.946,140.149,140.213,131.335,2521890,201994,222152,163849,675813000,963.011,678923000
636.908,0.490107,504060,942,252,272,2198.0,443968,0.3,7,1304550,1254990,17010,108378,117075,71835,37410,86970,353473779,368636265,8,504,15,51,1,817.25,287.467,523308,734,44,1312370,102668.0,114247,83872.5,354421000,8.0,89.625,690,312.325,312.575,312.698,292.965,2624740,205335,228495,167745,708843000,971.445,712069000
640.904,0.466477,517062,936,280,310,1920.5,449326,0.3,16,1218750,1222160,38880,101250,109375,162285,84660,81250,344379858,795008415,9,559,15,115,1,797.349,601.708,535380,753,97,1344090,97351.9,112682,81463.1,372544000,9.0,194.312,656,652.137,652.538,652.628,611.597,2688180,194704,225364,162926,745088000,995.159,748359000
640.228,0.473945,510254,937,251,276,2172.65,457276,0.3,10,1287000,1254180,24300,106920,115500,101580,52980,85800,351897095,456293460,8,502,15,72,1,803.66,311.739,521269,745,60,1332720,101756.0,114630,83748.8,358422000,7.0625,121.375,685,338.107,338.402,338.471,317.153,2665450,203512,229260,167498,716844000,967.889,720109000
603.027,0.455378,497370,995,286,324,1834.49,442165,0.3,19,1306500,1319630,46170,108540,117250,192030,100230,87100,351031261,872838090,8,571,15,136,1,732.945,582.511,506861,818,109,1463160,104642.0,121924,87920.6,383644000,8.0,218.5,709,630.126,630.556,630.642,590.985,2926320,209284,243848,175841,767288000,943.505,770844000
630.642,0.45217,523802,952,258,276,2159.29,462106,0.3,10,1316250,1282560,24300,109350,118125,104010,54060,87750,370652824,545558505,9,516,15,74,1,787.394,368.464,541816,762,68,1363630,104034.0,117243,85644.4,381584000,9.0,137.25,694,399.43,399.78,399.827,374.659,2727250,208069,234486,171289,763169000,1007.24,766510000
633.532,0.49833,507240,946,269,295,2029.6,450580,0.3,15,1267500,1264630,36450,105300,113750,157230,81630,84500,346397233,845418330,9,538,15,112,1,774.161,486.15,526855,774,97,1384480,100997.0,116467,84320.6,377586000,9.0,194.875,677,526.066,526.46,526.669,493.43,2768970,201994,232935,168641,755172000,981.3,758545000
605.843,0.460733,497489,990,278,304,1966.91,424495,0.3,10,1335750,1298600,24300,110970,119875,99150,51900,89050,362833581,453995640,7,555,15,70,1,778.403,266.959,518725,770,58,1374950,105553.0,118580,86728.1,368531000,6.0625,117.188,712,290.074,290.436,290.446,272.115,2749890,211106,237159,173456,737062000,962.853,740434000
603.19,0.472297,487692,995,276,307,1953.47,462989,0.3,14,1339650,1324080,34020,111294,120225,141240,73740,89310,342761815,722325870,13,552,15,100,1,749.666,365.821,495943,800,81,1431160,106464.0,121538,88336.9,366485000,13.0,163.875,719,396.405,396.735,396.869,371.82,2862310,212929,243077,176674,732969000,921.732,736464000
612.315,0.474051,507559,980,278,297,2017.23,416961,0.3,12,1329900,1307300,29160,110484,119350,127485,66060,88660,372768427,548533875,10,556,15,91,1,762.901,484.519,527758,786,86,1406180,105401.0,119858,87247.5,383754000,10.0,173.5,700,525.23,525.558,525.633,492.571,2812360,210802,239717,174495,767508000,982.095,770945000
630.973,0.513284,515472,952,258,287,2089.52,466268,0.3,12,1294800,1271840,29160,107568,116200,121410,63360,86320,356486746,659011305,7,516,15,86,1,783.946,324.658,532384,763,72,1364570,102668.0,116526,84885.0,375395000,7.0,144.75,691,351.863,352.245,352.284,330.08,2729140,205335,233051,169770,750789000,989.667,754126000
632.104,0.477023,518383,949,258,284,2110.24,465353,0.3,10,1294800,1264160,24300,107568,116200,107655,55680,86320,359088955,538183635,10,516,15,77,1,792.779,472.365,531795,754,63,1348740,102364.0,115666,84405.0,370282000,10.0,127.875,691,512.413,512.803,512.838,480.592,2697470,204727,231332,168810,740565000,987.871,743867000
655.075,0.495334,513104,916,243,264,2271.72,432740,0.3,8,1269450,1226340,19440,105462,113925,79320,41520,84630,354852272,375495375,9,485,15,56,1,833.031,233.449,535320,721,48,1288250,100086.0,111762,81935.6,356142000,6.1875,95.0,673,253.414,253.693,253.735,237.726,2576510,200171,223524,163871,712285000,993.679,715449000
615.143,0.518444,531029,976,267,277,2159.82,486036,0.3,5,1361100,1296310,12150,113076,122150,49575,25950,90740,382827478,264498015,10,534,15,35,1,801.356,148.996,545006,749,40,1337370,106768.0,117614,86690.6,375432000,6.25,80.25,709,162.044,162.289,162.321,152.056,2674740,213536,235228,173381,750864000,1008.24,754161000
649.0,0.47662,514079,925,260,287,2089.24,436921,0.3,12,1242150,1222700,29160,103194,111475,121410,63360,82810,349550680,581393400,8,520,15,86,1,812.659,380.0,535202,736,73,1315210,98566.9,112096,81594.4,364041000,7.0625,146.875,663,412.129,412.535,412.571,386.586,2630430,197134,224192,163189,728082000,994.961,731297000
612.003,0.477665,531999,981,254,285,2095.95,457643,0.3,11,1355250,1323070,26730,112590,121625,111495,58170,90350,390830742,501228180,8,508,15,79,1,761.968,328.902,546791,787,60,1408980,107224.0,120992,88338.8,397731000,8.0,121.75,727,356.473,356.804,356.855,334.358,2817950,214448,241984,176678,795461000,1016.43,798912000
629.645,0.47367,507924,953,260,278,2156.18,451549,0.3,8,1314300,1268200,19440,109188,117950,79320,41520,87620,358298699,363593865,9,520,15,56,1,805.344,239.1,522660,744,52,1330300,103579.0,115536,84738.8,358630000,6.1875,105.625,692,259.703,259.988,260.059,243.63,2660600,207158,231071,169478,717259000,969.755,720528000
642.645,0.475401,522720,933,261,282,2114.93,436818,0.3,8,1267500,1226140,19440,105300,113750,82965,43140,84500,364037849,392086605,9,522,15,59,1,828.589,227.542,548020,723,51,1291650,99933.8,111826,81915.0,365791000,9.0,103.875,672,247.294,247.579,247.631,232.0,2583290,199868,223652,163830,731582000,1017.66,734752000
624.718,0.466808,505492,961,282,307,1952.69,467914,0.3,12,1273350,1253980,29160,105786,114275,126270,65520,84890,341708258,573352155,11,564,15,90,1,791.342,439.095,510810,757,80,1351420,100997.0,115025,83679.4,356186000,8.1875,160.875,677,476.688,477.085,477.105,447.091,2702850,201994,230049,167359,712372000,946.659,715674000
670.457,0.537745,506479,896,223,243,2466.96,427745,0.3,6,1271400,1217780,14580,105624,114100,59490,31140,84760,348826647,226209285,8,446,15,42,1,848.965,180.09,522868,707,34,1265550,99933.8,110687,81408.8,341163000,6.125,69.125,673,195.433,195.635,195.658,183.335,2531090,199868,221374,162818,682326000,970.88,685441000
671.167,0.48215,485774,893,258,275,2178.72,440454,0.3,7,1203150,1162510,17010,99954,107975,76695,39570,80210,312429140,368440830,14,516,15,55,1,873.575,324.588,500123,686,51,1224270,94770.0,106020,77670.0,315930000,10.25,103.5,635,353.119,353.426,353.464,331.21,2448540,189540,212040,155340,631860000,926.811,634865000
634.368,0.476943,498034,946,261,296,2025.33,462088,0.3,16,1265550,1267460,38880,105138,113575,165930,86280,84370,333921199,844085025,10,522,15,118,1,765.745,567.867,507843,779,96,1393180,100997.0,116847,84489.4,365806000,10.0,193.875,683,614.206,614.689,614.819,576.086,2786370,201994,233694,168979,731613000,944.735,735004000
